municipality,iata_code,coordinates
Kota Kinabalu,BKI,"116.0510025024414, 5.9372100830078125"
Kekaha,BKH,"-159.785003662, 22.022800445599998"
Branson,BKG,"-93.200544, 36.532082"
Katmai National Park,BKF,"-155.77699279785, 58.554798126221"
Baker City,BKE,"-117.808998108, 44.837299346900004"
Breckenridge,BKD,"-98.89099884030001, 32.71900177"
Buckland,BKC,"-161.149002, 65.981598"
Bikaner,BKB,"73.20719909667969, 28.070600509643555"
Moscow,BKA,"38.0600013733, 55.6171989441"
Badajoz,BJZ,"-6.8213300704956055, 38.891300201416016"
Batajnica,BJY,"20.2575, 44.935299"
Silao,BJX,"-101.481003, 20.9935"
Bajawa,BJW,"121.057426929, -8.70743498008"
Bodrum,BJV,"27.6643009186, 37.25059890749999"
Bajura,BJU,"81.66899871826172, 29.50200080871582"
Bentota,BJT,"79.996, 6.431"
Bahir Dar,BJR,"37.32160186767578, 11.608099937438965"
Bahja,BJQ,"56.067777777799996, 19.8730555556"
BraganÃ§a Paulista,BJP,"-46.537508, -22.979162"
Bermejo,BJO,"-64.31289672850001, -22.7733001709"
Bujumbura,BJM,"29.318500518798828, -3.3240199089050293"
Banjul,BJL,"-16.65220069885254, 13.338000297546387"
Maikoor Island,BJK,"134.2740020751953, -6.066199779510498"
Wooster,BJJ,"-81.88829803470001, 40.874801635699995"
Bemidji,BJI,"-94.93370056, 47.50939941"
Bajhang,BJH,"81.1854019165039, 29.538999557495117"
Boalang-Celebes Island,BJG,"122.1449966430664, -0.9728959798812866"
BÃ¥tsfjord,BJF,"29.691400527954, 70.60050201416"
Baleela Base Camp,BJE,"28.5230555556, 11.199444444400001"
BakkafjÃ¶rÃ°ur,BJD,"-14.824399948120117, 66.02189636230469"
Denver,BJC,"-105.1169968, 39.90879822"
Bojnord,BJB,"57.30820083618164, 37.49300003051758"
BÃ©jaÃ¯a,BJA,"5.0699200630200005, 36.7120018005"
,BIZ,"142.033055556, -5.28611111111"
Bisho,BIY,"27.279100418099997, -32.8970985413"
Biloxi,BIX,"-88.92440032959999, 30.4104003906"
,BIW,"127.666999817, -19.566699981699998"
Bria,BIV,"21.98940086364746, 6.527780055999756"
Bildudalur,BIU,"-23.546199798583984, 65.64129638671875"
Baitadi,BIT,"80.54920196533203, 29.465299606323242"
Bismarck,BIS,"-100.74600219726562, 46.772701263427734"
Biratnagar,BIR,"87.26399993896484, 26.48150062561035"
Biarritz/Anglet/Bayonne,BIQ,"-1.5311111, 43.4683333"
,BIP,"143.479003906, -16.8808002472"
Bilbao,BIO,"-2.9106099605560303, 43.30110168457031"
Bamiyan,BIN,"67.81700134277344, 34.81700134277344"
South Bimini,BIM,"-79.2647018433, 25.6998996735"
Billings,BIL,"-108.54299926757812, 45.807701110839844"
Biak-Supiori Island,BIK,"136.10800170898438, -1.190019965171814"
Biliau,BIJ,"146.339, -5.578"
Bikini Atoll,BII,"165.565002, 11.5225"
Bishop,BIH,"-118.363998413, 37.3731002808"
Delta Junction Ft Greely,BIG,"-145.722000122, 63.9944992065"
Fort Bliss/El Paso,BIF,"-106.3799973, 31.84950066"
Beatrice,BIE,"-96.75409698490002, 40.301300048799995"
Block Island,BID,"-71.577796936, 41.1680984497"
Baidoa,BIB,"43.62860107421875, 3.102220058441162"
Bastia/Poretta,BIA,"9.48373031616211, 42.55270004272461"
Beihai,BHY,"109.293999, 21.5394"
Birmingham,BHX,"-1.74802994728, 52.453899383499994"
Bhagatanwala,BHW,"72.94840240479999, 32.056098938"
Bahawalpur,BHV,"71.71800231933594, 29.348100662231445"
Bhavnagar,BHU,"72.1852035522, 21.752199173"
,BHT,"141.562777778, -23.3638888889"
Bathurst,BHS,"149.651992798, -33.4094009399"
Bharatpur,BHR,"84.429398, 27.678101"
Broken Hill,BHQ,"141.472000122, -32.0013999939"
Bhojpur,BHP,"87.05079650878906, 27.14739990234375"
Bhopal,BHO,"77.3374023438, 23.2875003815"
,BHN,"45.72010040283203, 14.781999588012695"
Birmingham,BHM,"-86.75350189, 33.56290054"
BahÃ­a de los Ãngeles,BHL,"-113.560997, 28.9786"
Bukhara,BHK,"64.4832992553711, 39.775001525878906"
Bhuj,BHJ,"69.6701965332, 23.2877998352"
Bahia Blanca,BHI,"-62.1693, -38.725"
,BHH,"42.62089920043945, 19.984399795532227"
Brus Laguna,BHG,"-84.543602, 15.7631"
BahÃ­a Cupica,BHF,"-77.3263, 6.55"
Blenheim,BHE,"173.8699951171875, -41.5182991027832"
Belfast,BHD,"-5.872499942779541, 54.618099212646484"
Bhurban,BHC,"73.4520034790039, 33.96099853515625"
Bar Harbor,BHB,"-68.3615036, 44.45000076"
BahÃ­a de Caraquez,BHA,"-80.40270233154297, -0.6081110239028931"
Braga,BGZ,"-8.445139884949999, 41.5871009827"
Bergamo,BGY,"9.70417, 45.673901"
BagÃ©,BGX,"-54.112201690674, -31.39049911499"
Baghdad,BGW,"44.2346000671, 33.262500762900004"
Bento GonÃ§alves,BGV,"-51.5363883972, -29.1483325958"
Bangassou,BGU,"22.7810001373291, 4.784999847412109"
Bagdad,BGT,"-113.169998169, 34.5959014893"
Bangor,BGR,"-68.8281021118164, 44.80739974975586"
Big Lake,BGQ,"-149.813995361, 61.536098480199996"
Bongo,BGP,"10.2088, -2.1713"
Bergen,BGO,"5.218140125, 60.29339981"
Belaya Gora,BGN,"146.231506, 68.556602"
Binghamton,BGM,"-75.97979736, 42.20869827"
Baglung,BGL,"83.66629791259766, 28.212799072265625"
Big Creek,BGK,"-88.40791320800781, 16.51936912536621"
BorgarfjÃ¶rÃ°ur eystri,BGJ,"-13.805000305175781, 65.51640319824219"
Bridgetown,BGI,"-59.4925, 13.0746"
Boghe,BGH,"-14.200000762939453, 16.63331413269043"
BingÃ¶l,BGG,"40.5959625244, 38.8592605591"
Bangui,BGF,"18.518800735473633, 4.39847993850708"
Bainbridge,BGE,"-84.63739777, 30.9715004"
Borger,BGD,"-101.393997192, 35.700901031499995"
BraganÃ§a,BGC,"-6.70713, 41.8578"
Booue,BGB,"11.9438, -0.1075"
Bucaramanga,BGA,"-73.1848, 7.1265"
Bafoussam,BFX,"10.354599952700001, 5.536920070650001"
Sidi Bel AbbÃ¨s,BFW,"-0.593275010586, 35.1717987061"
,BFV,"103.25299835205078, 15.229499816894531"
Bengbu,BFU,"117.320244444, 32.8477333333"
Beaufort,BFT,"-80.6343994141, 32.4122009277"
Belfast,BFS,"-6.2158298492399995, 54.6575012207"
Bedford,BFR,"-86.44539642, 38.84000015"
Bahia PiÃ±a,BFQ,"-78.19999694824219, 7.583000183105469"
Beaver Falls,BFP,"-80.39140319820001, 40.7724990845"
Chiredzi,BFO,"31.5786, -21.008101"
Bloemfontain,BFN,"26.302401, -29.092699"
Mobile,BFM,"-88.06809997559999, 30.626800537100003"
Bakersfield,BFL,"-119.0569992, 35.43360138"
Aurora,BFK,"-104.751998901, 39.701698303200004"
Bijie,BFJ,"105.472097, 27.267066"
Seattle,BFI,"-122.302001953125, 47.529998779296875"
Curitiba,BFH,"-49.23199844359999, -25.4050998688"
Bullfrog,BFG,"-110.712898, 37.547827"
Scottsbluff,BFF,"-103.5960007, 41.87400055"
Bielefeld,BFE,"8.544444, 51.964722"
Bradford,BFD,"-78.64009857177734, 41.8031005859375"
,BFC,"145.330001831, -15.8736000061"
BahÃ­a Negra,BFA,"-58.1791992188, -20.2245998383"
Beru,BEZ,"176.0070037841797, -1.3547199964523315"
Beirut,BEY,"35.488399505615234, 33.820899963378906"
Benson,BEX,"-1.09582996368, 51.616401672399995"
Beira,BEW,"34.90760040283203, -19.79640007019043"
Beersheba,BEV,"34.722999572754, 31.287000656128"
,BEU,"139.4600067138672, -24.346099853515625"
Bethel,BET,"-161.8379974, 60.77980042"
Brest/Guipavas,BES,"-4.418540000915527, 48.447898864746094"
Berlin,BER,"13.493889, 52.351389"
Thetford,BEQ,"0.7729390263557434, 52.34260177612305"
Bellary,BEP,"76.88279724121094, 15.162799835205078"
,BEO,"151.647995, -33.0667"
Benghazi,BEN,"20.2695007324, 32.096801757799994"
Beni Mellal,BEM,"-6.315905, 32.401895"
BelÃ©m,BEL,"-48.4762992859, -1.3792500495900002"
Bareilly,BEK,"79.45079803470001, 28.4221000671"
Tanjung Redeb - Borneo Island,BEJ,"117.431999, 2.1555"
Beica,BEI,"34.52190017700195, 9.38638973236084"
Benton Harbor,BEH,"-86.4284973145, 42.128601074200006"
Belgrade,BEG,"20.3090991974, 44.8184013367"
Bluefileds,BEF,"-83.77410125732422, 11.991000175476074"
Beagle Bay,BEE,"122.6464, -17.0165"
Bedford,BED,"-71.28900146, 42.47000122"
Wichita,BEC,"-97.21499633790002, 37.694499969499994"
Balivanich,BEB,"-7.3627800941467285, 57.48109817504883"
Bereina Mission,BEA,"146.5083, -8.64"
,BDZ,"146.942222222, -6.34722222222"
Bandon,BDY,"-124.4079971, 43.08649826"
Broadus,BDX,"-105.4540024, 45.47249985"
,BDW,"127.462997437, -17.286699295"
Moba,BDV,"29.783000946044922, -7.066999912261963"
MÃ¥lselv,BDU,"18.540399551392, 69.055801391602"
,BDT,"20.975299835205078, 4.253210067749023"
Brindisi,BDS,"17.947001, 40.6576"
Bridgeport,BDR,"-73.1261978149414, 41.16350173950195"
Vadodara,BDQ,"73.226303, 22.336201"
Bhadrapur,BDP,"88.07959747310001, 26.5708007812"
Bandung-Java Island,BDO,"107.57599639892578, -6.900629997253418"
Badin,BDN,"68.8384017944336, 24.84149932861328"
,BDM,"27.977699279785156, 40.31800079345703"
Hartford,BDL,"-72.68319702149999, 41.9388999939"
Bondoukou,BDK,"-2.7619400024414062, 8.017219543457031"
Banjarmasin-Borneo Island,BDJ,"114.76300048828125, -3.4423599243164062"
Bird Island,BDI,"55.205299, -3.72472"
Bandar Lengeh,BDH,"54.824798584, 26.531999588"
Blanding,BDG,"-109.4830017, 37.58330154"
Bradford,BDF,"-89.61569976810001, 41.230899810800004"
Baudette,BDE,"-94.612197876, 48.7284011841"
,BDD,"142.1734, -10.149999618499999"
Barra Do Corda,BDC,"-45.215833, -5.5025"
Bundaberg,BDB,"152.319000244, -24.903900146499996"
Hamilton,BDA,"-64.67870330810547, 32.36399841308594"
Bickerton Island,BCZ,"136.201666667, -13.780833333299999"
Beloretsk,BCX,"58.34000015258789, 53.9380989074707"
Benguera Island,BCW,"35.43830108642578, -21.853300094604492"
Belmopan,BCV,"-88.776496, 17.269603"
Bauchi,BCU,"9.744, 10.482833"
Boca Raton,BCT,"-80.1076965332, 26.3784999847"
Belle Chasse,BCS,"-90.0222015381, 29.8661003113"
Boca do Acre,BCR,"-67.312401, -8.83456"
Brak,BCQ,"14.272, 27.653"
Bambu,BCP,"146.4925, -5.863611111110001"
Baco,BCO,"36.562, 5.78287"
Barcelona,BCN,"2.07846, 41.2971"
BacÄu,BCM,"26.91029930114746, 46.52190017700195"
Pococi,BCL,"-83.58560180664062, 10.768699645996094"
,BCK,"144.169006348, -17.388299942"
Crestone,BCJ,"-105.776666667, 37.964777777799995"
Barcaldine,BCI,"145.307006836, -23.5652999878"
Baucau,BCH,"126.401000977, -8.489029884339999"
Bemichi,BCG,"-59.1666603088, 7.6999998092699995"
Bouca,BCF,"18.267000198364258, 6.517000198364258"
Bryce Canyon,BCE,"-112.144996643, 37.706401825"
Bacolod City,BCD,"123.014999, 10.7764"
Bear Creek,BCC,"-156.149454117, 63.5733160384"
Blacksburg,BCB,"-80.4077987671, 37.207599639899996"
Baracoa,BCA,"-74.5062026977539, 20.365299224853516"
Zambezi,BBZ,"23.108092, -13.537018"
Bambari,BBY,"20.647499084472656, 5.846940040588379"
Philadelphia,BBX,"-75.2650985718, 40.1375007629"
Broken Bow,BBW,"-99.6421966553, 41.4365005493"
Grand-BÃ©rÃ©by,BBV,"-6.923961639400001, 4.64341306686"
Bucharest,BBU,"26.102100372314453, 44.50320053100586"
BerbÃ©rati,BBT,"15.786399841308594, 4.2215800285339355"
Yateley,BBS,"-0.8475000262260437, 51.32389831542969"
Basse Terre,BBR,"-61.7421989440918, 16.0132999420166"
Codrington,BBQ,"-61.828602, 17.635799"
Bembridge,BBP,"-1.10943996906, 50.6781005859"
Berbera,BBO,"44.94110107421875, 10.389200210571289"
Bario,BBN,"115.47899627685547, 3.7338900566101074"
Battambang,BBM,"103.2239990234375, 13.095600128173828"
,BBL,"141.809458, -27.405633"
Kasane,BBK,"25.162399291992188, -17.83289909362793"
Bitburg,BBJ,"6.565, 49.945278"
Bhubaneswar,BBI,"85.8178024292, 20.244400024399997"
,BBH,"12.710515, 54.338253"
Butaritari Atoll,BBG,"172.811005, 3.08583"
Big Bell,BBE,"117.672996521, -27.3285999298"
Brady,BBD,"-99.3238983154, 31.1793003082"
Bay City,BBC,"-95.8635025024, 28.9733009338"
Benson,BBB,"-95.6505966187, 45.331901550299996"
Balmaceda,BBA,"-71.68949890136719, -45.916099548339844"
Barcelos,BAZ,"-62.919601, -0.981292"
Baia Mare,BAY,"23.467252, 47.660598"
Barnaul,BAX,"83.53849792480469, 53.363800048828125"
Baotou,BAV,"109.99700164794922, 40.560001373291016"
Bauru,BAU,"-49.0537986755, -22.3449993134"
Barretos,BAT,"-48.594100952148, -20.584499359131"
Ballalae,BAS,"155.886656, -6.990745"
Qionghai,BAR,"110.454775, 19.13824"
Barranquilla,BAQ,"-74.7808, 10.8896"
Nabai,BAP,"149.6414, -10.3432"
Ban Mak Khaen,BAO,"102.80000305175781, 17.382999420166016"
Basongo,BAN,"20.414891, -4.315802"
Battle Mountain,BAM,"-116.874000549, 40.598999023400005"
Batman,BAL,"41.1166000366, 37.929000854499996"
Unea Island,BAJ,"149.133333333, -4.8833333333299995"
Punta Arenas,BAI,"-83.330171, 9.163949"
Manama,BAH,"50.63359832763672, 26.27079963684082"
Baguio City,BAG,"120.62000274658203, 16.375099182128906"
Westfield/Springfield,BAF,"-72.715599, 42.157799"
Le Castellet,BAE,"6.609186, 44.387198"
Bossier City,BAD,"-93.6626968384, 32.5018005371"
Barranca De Upia,BAC,"-72.966667, 4.583333"
Marysville,BAB,"-121.43699646, 39.136100769"
"Bialla, Matalilu, Ewase",BAA,"151.007995605, -5.3305602073700005"
Ambriz,AZZ,"13.116100311279297, -7.86221981048584"
Zapatoca,AZT,"-73.283333, 6.816667"
Samana,AZS,"-69.7419967651, 19.2670001984"
,AZR,"-0.18641400337219238, 27.837600708007812"
,AZP,"-99.28880310059999, 19.5748004913"
Kalamazoo,AZO,"-85.5521011352539, 42.234901428222656"
Andizhan,AZN,"72.2939987183, 40.7276992798"
Sapezal,AZL,"-58.866935, -13.465528"
,AZI,"54.458099365234375, 24.428300857543945"
ApatzingÃ¡n,AZG,"-102.393997, 19.093399"
Yazd,AZD,"54.2765007019, 31.9048995972"
,AZB,"149.338333333, -10.2991666667"
Phoenix,AZA,"-111.6549988, 33.30780029"
Amityville,AYZ,"-73.4, 40.71"
Pottuvil,AYY,"81.82388888890002, 6.86"
Atalaya,AYX,"-73.766502, -10.7291"
Ayawasi-Papua Island,AYW,"132.4633, -1.1593"
Aiyura Valley,AYU,"145.904166667, -6.33805555556"
Antalya,AYT,"30.800501, 36.898701"
Waycross,AYS,"-82.39550018310001, 31.2490997314"
,AYR,"147.32899475097656, -19.584400177001953"
Ayers Rock,AYQ,"130.975998, -25.1861"
Ayacucho,AYP,"-74.20439910888672, -13.154800415039062"
Ayolas,AYO,"-56.854064, -27.370554"
Anyang,AYN,"114.344002, 36.1339"
Abu Dhabi,AYM,"54.6103, 24.467"
,AYL,"135.535068512, -18.018079031"
Arkalyk,AYK,"66.95279693603516, 50.318599700927734"
Yari,AYI,"-72.266667, -0.383333"
Huntingdon,AYH,"-0.219722002745, 52.374401092499994"
San Vicente Del CaguÃ¡n,AYG,"-73.9333, 1.54417"
,AYE,"-71.60279846191406, 42.56999969482422"
Alroy Downs,AYD,"136.07899475097656, -19.290800094604492"
Ayacucho,AYC,"-73.616667, 8.6"
Ayapel,AYA,"-75.15, 8.3"
Angel Fire,AXX,"-105.290000916, 36.422000885"
Wapakoneta,AXV,"-84.29889679, 40.49340057"
,AXU,"38.77280044555664, 14.14680004119873"
Akita,AXT,"140.218994140625, 39.6156005859375"
Altus,AXS,"-99.3385, 34.697952"
,AXR,"-146.61700439453125, -15.248299598693848"
Spring Point,AXP,"-73.97090148930002, 22.441799163800003"
Alexandria,AXN,"-95.39469909670001, 45.8662986755"
Armenia,AXM,"-75.7664, 4.45278"
,AXL,"136.7100067138672, -19.060199737548828"
,AXK,"46.82619857788086, 14.551300048828125"
,AXJ,"130.158997, 32.482498"
Algona,AXG,"-94.2720031738, 43.0778999329"
Bayanhot,AXF,"105.58858, 38.74831"
XanxerÃª,AXE,"-52.373054504399995, -26.875556945800003"
Alexandroupolis,AXD,"25.956300735473633, 40.855899810791016"
,AXC,"145.24200439453125, -22.966699600219727"
Alexandria Bay,AXB,"-75.90034, 44.312002"
The Valley,AXA,"-63.055099, 18.2048"
Ahwaz,AWZ,"48.7620010376, 31.337400436399996"
Awar,AWR,"144.853, -4.124"
,AWP,"137.75, -20.5"
,AWN,"139.259906, -26.488959"
West Memphis,AWM,"-90.2343978882, 35.1351013184"
Wake Island,AWK,"166.63600158691406, 19.282100677490234"
Wonga WonguÃ© Presidential Reserve,AWE,"9.444, -0.545"
Aniwa,AWD,"169.6009, -19.2346"
Awaba,AWB,"142.748352051, -8.00611019135"
Awassa,AWA,"38.5, 7.066999912261963"
Avalon,AVX,"-118.416, 33.4049"
Tucson,AVW,"-111.218002319, 32.4095993042"
Melbourne,AVV,"144.468994, -38.039398"
,AVU,"160.410555556, -9.86833333333"
Vila Franca de Xira,AVR,"-9.0301, 38.883301"
Wilkes-Barre/Scranton,AVP,"-75.72339630130001, 41.338500976599995"
Avon Park,AVO,"-81.52780151, 27.59119987"
Avignon/Caumont,AVN,"4.901830196380615, 43.90729904174805"
Asheville,AVL,"-82.541801, 35.436199"
Arvaikheer,AVK,"102.802001953125, 46.250301361083984"
Ciego de Avila,AVI,"-78.78959655761719, 22.027099609375"
,AVG,"130, -15.699999809265137"
Aviano (PN),AVB,"12.596503, 46.031898"
Anshun,AVA,"105.873333333, 26.2605555556"
Chicago/Aurora,AUZ,"-88.47570037839999, 41.771900177"
Anatom Island,AUY,"169.770996094, -20.2492008209"
AraguaÃ­na,AUX,"-48.240501, -7.22787"
Wausau,AUW,"-89.6266021729, 44.9262008667"
Aumo,AUV,"148.445277778, -5.731111111110001"
Aurukun,AUU,"141.72065, -13.354067"
Atauro,AUT,"125.606378, -8.243133"
Austin,AUS,"-97.6698989868164, 30.194499969482422"
Aurillac,AUR,"2.4219400882720947, 44.89139938354492"
Hiva Oa Island,AUQ,"-139.011001587, -9.76879024506"
,AUP,"149.385667, -9.930833"
Auburn,AUO,"-85.433998, 32.615101"
Auburn,AUN,"-121.0820007, 38.95479965"
Austin,AUM,"-92.93340302, 43.66500092"
Aur Atoll,AUL,"171.17300415039062, 8.145279884338379"
Alakanuk,AUK,"-164.659927368, 62.680042266799994"
Ambunti,AUJ,"142.823166667, -4.21566666667"
Aua Island,AUI,"143.064722222, -1.46055555556"
Abu Dhabi,AUH,"54.651100158691406, 24.433000564575195"
Augusta,AUG,"-69.7973022461, 44.320598602299995"
Auxerre/Branches,AUF,"3.497109889984131, 47.85020065307617"
Abu Rudeis,AUE,"33.20249938964844, 28.89900016784668"
,AUD,"139.8780059814453, -18.514999389648438"
Arauca,AUC,"-70.7369, 7.06888"
Oranjestad,AUA,"-70.015198, 12.5014"
Asyut,ATZ,"31.011999, 27.046499"
Watertown,ATY,"-97.15470123, 44.91400146"
Atbasar,ATX,"68.36329650878906, 51.85169982910156"
Appleton,ATW,"-88.5190963745, 44.258098602299995"
Ati,ATV,"18.31329917907715, 13.238900184631348"
Attu,ATU,"173.179992676, 52.8283996582"
Atmautluak,ATT,"-162.272995, 60.866699"
Artesia,ATS,"-104.468002319, 32.8525009155"
Atar,ATR,"-13.04319953918457, 20.506799697875977"
Amritsar,ATQ,"74.7973022461, 31.7096004486"
Aitape,ATP,"142.346805556, -3.1436111111100002"
Athens/Albany,ATO,"-82.23139953610001, 39.2109985352"
Namatanai,ATN,"152.438, -3.6695"
Altamira,ATM,"-52.254001617432, -3.2539100646973"
Atlanta,ATL,"-84.428101, 33.6367"
Atqasuk,ATK,"-157.436013, 70.46704"
Antsirabe,ATJ,"47.063713073699994, -19.8392214824"
Artigas,ATI,"-56.50790023803711, -30.400699615478516"
Athens,ATH,"23.9444999695, 37.9364013672"
Kamra,ATG,"72.4009017944, 33.8690986633"
Ambato,ATF,"-78.57460021972656, -1.2120699882507324"
Antlers,ATE,"-95.6499023438, 34.1926002502"
Atoifi,ATD,"161.011002, -8.87333"
Arthur's Town,ATC,"-75.673797, 24.6294"
Atbara,ATB,"34.0570182800293, 17.710344314575195"
Anta,ATA,"-77.59839630126953, -9.347439765930176"
,ASZ,"150.368611111, -6.009722222220001"
Ashley,ASY,"-99.3526000977, 46.0238990784"
Ashland,ASX,"-90.91899872, 46.54850006"
Aswan,ASW,"32.8199996948, 23.9643993378"
Amboseli National Park,ASV,"37.25310134887695, -2.645050048828125"
AsunciÃ³n,ASU,"-57.52000045776367, -25.239999771118164"
Astoria,AST,"-123.878997803, 46.158000946"
Arathusa,ASS,"31.522499, -24.744165"
Kayseri,ASR,"35.4953994751, 38.770401001"
Austin,ASQ,"-117.195, 39.467998"
Alice Springs,ASP,"133.90199279785156, -23.806699752807617"
Asosa,ASO,"34.586299896240234, 10.018500328063965"
Talladega,ASN,"-86.05090332030001, 33.569900512699995"
Asmara,ASM,"38.910701751708984, 15.291899681091309"
Marshall,ASL,"-94.307800293, 32.5205001831"
Yamoussoukro,ASK,"-5.36558008194, 6.9031701088"
Amami,ASJ,"129.71299743652344, 28.430599212646484"
Ascension Island,ASI,"-14.3937, -7.9696"
Nashua,ASH,"-71.51480102539999, 42.7817001343"
,ASG,"171.7969970703125, -43.90330123901367"
Astrakhan,ASF,"48.0063018799, 46.2832984924"
Aspen,ASE,"-106.8690033, 39.22320175"
,ASD,"-77.79560089111328, 24.697900772094727"
AscensiÃ³n de Guarayos,ASC,"-63.156700134277344, -15.930299758911133"
Ashgabat,ASB,"58.361, 37.986801"
Asab,ASA,"42.64500045776367, 13.071800231933594"
N'zeto,ARZ,"12.863100051879883, -7.259439945220947"
,ARY,"142.98899841308594, -37.30939865112305"
Asbury Park,ARX,"-74.0908333333, 40.2193055556"
Aracati,ARX,"-37.804722, -4.568611"
Arad,ARW,"21.261999130249023, 46.17660140991211"
Minocqua-Woodruff,ARV,"-89.73090363, 45.92789841"
AraÃ§atuba,ARU,"-50.4247016907, -21.1413002014"
Watertown,ART,"-76.02169799804688, 43.99190139770508"
AragarÃ§as,ARS,"-52.2411, -15.8994"
Alto Rio Senguerr,ARR,"-70.812202, -45.013599"
Arauquita,ARQ,"-71.388901, 7.02106"
,ARP,"149.483333333, -9.88333333333"
Arboletes,ARO,"-76.4244, 8.85705"
Stockholm,ARN,"17.918600082397, 59.651901245117"
Armidale,ARM,"151.617004395, -30.528099060099997"
Arly,ARL,"1.4830000400543213, 11.597000122070312"
Arusha,ARK,"36.63330078125, -3.3677899837493896"
Arso-Papua Island,ARJ,"140.78334045410156, -2.933332920074463"
Arica,ARI,"-70.338699, -18.348499"
Archangelsk,ARH,"40.71670150756836, 64.60030364990234"
Walnut Ridge,ARG,"-90.925111, 36.124667"
Acaricuara,ARF,"-70.133333, 0.533333"
Arecibo,ARE,"-66.6753005981, 18.4500007629"
Alor Island,ARD,"124.59700012207031, -8.132340431213379"
Arctic Village,ARC,"-145.578995, 68.1147"
Ann Arbor,ARB,"-83.74559783939999, 42.2229995728"
New Iberia,ARA,"-91.883904, 30.0378"
Girdwood,AQY,"-149.126007, 60.966099"
"Saqani, Cakaudrove",AQS,"179.740104675, -16.4493799329"
Arequipa,AQP,"-71.5830993652, -16.3411006927"
Ariquemes,AQM,"-62.825557708740234, -10.178055763244629"
Aqaba,AQJ,"35.01810073852539, 29.611600875854492"
Qaisumah,AQI,"46.125099, 28.335199"
